_id,userId,startDate,endDate,rowId,projectId,taskId,comments,column_0,column_1,column_2,column_3,column_4,column_5,column_6,status
66163693d969750d958a7f73,JMAN379,12-02-2024,18-02-2024,2,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Bug Fixed,9,5,0,4,7,10,0,save
66163693d969750d958a7f74,JMAN379,12-02-2024,18-02-2024,3,PROJ13614,Develop data versioning and lineage tracking mechanisms,Design Updated,9,9,5,3,8,3,0,save
66163693d969750d958a7f75,JMAN379,12-02-2024,18-02-2024,4,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Deadline Extended,12,7,1,7,9,8,12,submit
66163693d969750d958a7f76,JMAN379,19-02-2024,25-02-2024,1,PROJ13614,Develop data versioning and lineage tracking mechanisms,Deadline Extended,2,12,5,1,4,4,3,submit
66163693d969750d958a7f77,JMAN379,19-02-2024,25-02-2024,2,PROJ13614,Implement automated data privacy compliance policy exception management workflows,Security Patch,3,2,3,5,10,1,11,save
66163693d969750d958a7f78,JMAN379,19-02-2024,25-02-2024,3,PROJ13614,Develop data versioning and lineage tracking mechanisms,Documentation Revised,7,0,5,2,9,4,8,submit
66163693d969750d958a7f79,JMAN379,19-02-2024,25-02-2024,4,PROJ13614,Implement automated data privacy compliance policy exception management workflows,Issue Resolved,5,11,10,9,2,4,0,submit
66163693d969750d958a7f7a,JMAN379,19-02-2024,25-02-2024,5,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Deployment Ready,6,9,12,8,5,5,1,save
66163693d969750d958a7f7b,JMAN379,26-02-2024,03-03-2024,1,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Bug Fixed,10,9,4,10,6,11,6,save
66163693d969750d958a7f7c,JMAN379,26-02-2024,03-03-2024,2,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Security Patch,1,6,6,3,1,3,3,submit
66163693d969750d958a7f7d,JMAN379,26-02-2024,03-03-2024,3,PROJ13614,Develop data versioning and lineage tracking mechanisms,Bug Fixed,1,12,10,0,8,1,0,submit
66163693d969750d958a7f7e,JMAN379,04-03-2024,10-03-2024,1,PROJ13614,Implement automated data privacy compliance policy exception management workflows,Meeting Scheduled,1,8,8,1,4,1,2,submit
66163693d969750d958a7f7f,JMAN379,04-03-2024,10-03-2024,2,PROJ13614,Create data migration scripts for database upgrades,Deadline Extended,5,12,8,0,2,9,2,save
66163693d969750d958a7f80,JMAN379,04-03-2024,10-03-2024,3,PROJ13614,Create data migration scripts for database upgrades,Infrastructure Setup,11,12,10,2,6,3,5,submit
66163693d969750d958a7f81,JMAN379,04-03-2024,10-03-2024,4,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Security Patch,10,0,5,7,0,6,6,save
66163693d969750d958a7f82,JMAN379,04-03-2024,10-03-2024,5,PROJ13614,Implement automated data privacy compliance policy exception management workflows,Data Analysis,0,10,5,5,8,9,12,save
66163693d969750d958a7f83,JMAN678,05-02-2024,11-02-2024,1,PROJ13614,Implement automated data privacy compliance policy exception management workflows,Progress Update,1,4,4,9,12,4,9,save
66163693d969750d958a7f84,JMAN678,05-02-2024,11-02-2024,2,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Deadline Extended,4,2,0,2,9,2,1,submit
66163693d969750d958a7f85,JMAN678,05-02-2024,11-02-2024,3,PROJ13614,Develop data versioning and lineage tracking mechanisms,Testing Passed,7,8,6,8,0,5,5,save
66163693d969750d958a7f86,JMAN678,12-02-2024,18-02-2024,1,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Code Review,5,7,6,9,11,8,2,submit
66163693d969750d958a7f87,JMAN678,12-02-2024,18-02-2024,2,PROJ13614,Develop data versioning and lineage tracking mechanisms,Code Review,5,8,4,1,2,6,5,submit
66163693d969750d958a7f88,JMAN678,12-02-2024,18-02-2024,3,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Testing Passed,1,8,1,3,2,12,5,save
66163693d969750d958a7f89,JMAN678,12-02-2024,18-02-2024,4,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Code Review,11,1,3,11,10,7,5,submit
66163693d969750d958a7f8a,JMAN678,19-02-2024,25-02-2024,1,PROJ13614,Create data migration scripts for database upgrades,Issue Resolved,2,12,1,2,3,0,2,save
66163693d969750d958a7f8b,JMAN678,19-02-2024,25-02-2024,2,PROJ13614,Create data migration scripts for database upgrades,Documentation Revised,7,7,9,5,10,7,5,save
66163693d969750d958a7f8c,JMAN678,19-02-2024,25-02-2024,3,PROJ13614,Develop data versioning and lineage tracking mechanisms,Security Patch,2,10,0,9,6,11,2,submit
66163693d969750d958a7f8d,JMAN678,19-02-2024,25-02-2024,4,PROJ13614,Create data migration scripts for database upgrades,Code Review,6,9,7,3,11,0,2,save
66163693d969750d958a7f8e,JMAN678,19-02-2024,25-02-2024,5,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Meeting Scheduled,6,2,9,1,4,7,3,submit
66163693d969750d958a7f8f,JMAN678,26-02-2024,03-03-2024,1,PROJ13614,Implement automated data privacy compliance policy exception management workflows,Deployment Ready,3,4,3,0,7,12,11,submit
66163693d969750d958a7f90,JMAN678,26-02-2024,03-03-2024,2,PROJ13614,Implement automated data privacy compliance policy exception management workflows,Testing Passed,12,0,4,1,1,11,3,save
66163693d969750d958a7f91,JMAN678,26-02-2024,03-03-2024,3,PROJ13614,Develop data versioning and lineage tracking mechanisms,User Feedback,11,8,5,1,2,7,4,submit
66163693d969750d958a7f92,JMAN678,26-02-2024,03-03-2024,4,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Bug Fixed,11,9,7,5,9,5,10,save
66163693d969750d958a7f93,JMAN678,26-02-2024,03-03-2024,5,PROJ13614,Develop data versioning and lineage tracking mechanisms,Issue Resolved,2,3,12,9,6,4,4,submit
66163693d969750d958a7f94,JMAN678,04-03-2024,10-03-2024,1,PROJ13614,Develop data versioning and lineage tracking mechanisms,Requirement Clarified,6,12,2,3,12,3,4,save
66163693d969750d958a7f95,JMAN678,04-03-2024,10-03-2024,2,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Design Updated,0,3,0,9,9,11,0,save
66163693d969750d958a7f96,JMAN678,04-03-2024,10-03-2024,3,PROJ13614,Develop data versioning and lineage tracking mechanisms,Testing Passed,8,10,7,10,4,8,10,save
66163693d969750d958a7f97,JMAN678,04-03-2024,10-03-2024,4,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Meeting Scheduled,7,5,11,0,3,4,12,save
66163693d969750d958a7f98,JMAN678,04-03-2024,10-03-2024,5,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Feature Implemented,6,11,9,9,10,0,5,save
66163693d969750d958a7f99,JMAN678,11-03-2024,17-03-2024,1,PROJ13614,Create data migration scripts for database upgrades,Infrastructure Setup,5,7,11,7,4,6,10,save
66163693d969750d958a7f9a,JMAN678,11-03-2024,17-03-2024,2,PROJ13614,Create data migration scripts for database upgrades,Progress Update,11,8,2,3,6,4,5,submit
66163693d969750d958a7f9b,JMAN678,18-03-2024,24-03-2024,1,PROJ13614,Develop data versioning and lineage tracking mechanisms,Meeting Scheduled,10,10,1,9,8,4,7,save
66163693d969750d958a7f9c,JMAN678,18-03-2024,24-03-2024,2,PROJ13614,Implement automated data privacy compliance policy exception management workflows,Design Updated,9,6,8,11,12,12,0,save
66163693d969750d958a7f9d,JMAN678,18-03-2024,24-03-2024,3,PROJ13614,Design and implement data governance policy compliance assessment and reporting platform,Deadline Extended,8,5,10,11,12,6,3,submit
66163693d969750d958a7f9e,JMAN678,18-03-2024,24-03-2024,4,PROJ13614,Implement automated data privacy compliance policy exception management workflows,Issue Resolved,1,9,6,2,7,2,10,submit
66163693d969750d958a7f9f,JMAN106,28-08-2023,03-09-2023,1,PROJ42339,Design and implement data storage solutions,Requirement Clarified,10,6,10,2,0,5,3,submit
66163693d969750d958a7fa0,JMAN106,28-08-2023,03-09-2023,2,PROJ42339,Develop real-time data governance policy compliance assessment and reporting dashboards,Code Review,9,6,8,12,6,12,2,save
66163693d969750d958a7fa1,JMAN106,28-08-2023,03-09-2023,3,PROJ56026,Design homepage layout,Documentation Revised,10,1,6,10,6,8,0,submit
66163693d969750d958a7fa2,JMAN106,28-08-2023,03-09-2023,4,PROJ56026,Implement data backup and disaster recovery measures,Task Completed,11,11,0,3,6,1,10,save
66163693d969750d958a7fa3,JMAN106,28-08-2023,03-09-2023,5,PROJ42339,Develop real-time data governance policy compliance assessment and reporting dashboards,User Feedback,8,12,8,9,8,5,1,save
66163693d969750d958a7fa4,JMAN106,04-09-2023,10-09-2023,1,PROJ56026,Develop user interface components using React.js,Deployment Ready,0,9,12,12,4,9,7,save
66163693d969750d958a7fa5,JMAN106,04-09-2023,10-09-2023,2,PROJ56026,Implement data backup and disaster recovery measures,Meeting Scheduled,2,10,9,11,1,1,11,save
66163693d969750d958a7fa6,JMAN106,04-09-2023,10-09-2023,3,PROJ42339,Implement user-friendly data access certification and attestation workflows,Design Updated,12,7,1,9,11,11,4,submit
66163693d969750d958a7fa7,JMAN106,11-09-2023,17-09-2023,1,PROJ42339,Design and implement logging and monitoring system,Documentation Revised,12,2,8,8,6,10,12,submit
66163693d969750d958a7fa8,JMAN106,11-09-2023,17-09-2023,2,PROJ42339,Develop real-time data governance policy compliance assessment and reporting dashboards,Data Analysis,2,5,3,1,1,8,6,save
66163693d969750d958a7fa9,JMAN106,11-09-2023,17-09-2023,3,PROJ56026,Design homepage layout,User Feedback,6,2,4,4,8,12,5,submit
66163693d969750d958a7faa,JMAN106,11-09-2023,17-09-2023,4,PROJ56026,Implement user activity tracking and analytics,Testing Passed,10,7,8,6,2,5,11,submit
66163693d969750d958a7fab,JMAN106,18-09-2023,24-09-2023,1,PROJ42339,Implement user-friendly data access certification and attestation workflows,Deadline Extended,0,11,10,4,9,7,2,submit
66163693d969750d958a7fac,JMAN106,18-09-2023,24-09-2023,2,PROJ56026,Implement user activity tracking and analytics,Feature Implemented,9,9,7,1,0,8,7,save
66163693d969750d958a7fad,JMAN106,18-09-2023,24-09-2023,3,PROJ42339,Design and implement logging and monitoring system,User Feedback,4,9,2,7,12,3,3,submit
66163693d969750d958a7fae,JMAN106,18-09-2023,24-09-2023,4,PROJ56026,Implement user activity tracking and analytics,Meeting Scheduled,0,4,6,9,7,3,7,save
66163693d969750d958a7faf,JMAN106,18-09-2023,24-09-2023,5,PROJ42339,Implement user-friendly data access certification and attestation workflows,Design Updated,2,5,9,9,1,2,10,submit
66163693d969750d958a7fb0,JMAN106,25-09-2023,01-10-2023,1,PROJ56026,Implement data backup and disaster recovery measures,Progress Update,1,6,12,0,12,6,7,save
66163693d969750d958a7fb1,JMAN106,25-09-2023,01-10-2023,2,PROJ42339,Design and implement logging and monitoring system,Feature Implemented,4,3,3,9,2,2,8,submit
66163693d969750d958a7fb2,JMAN106,25-09-2023,01-10-2023,3,PROJ56026,Implement user activity tracking and analytics,Deployment Ready,8,1,1,6,11,9,0,save
66163693d969750d958a7fb3,JMAN106,02-10-2023,08-10-2023,1,PROJ42339,Design and implement logging and monitoring system,Infrastructure Setup,9,8,4,0,2,1,1,submit
66163693d969750d958a7fb4,JMAN106,02-10-2023,08-10-2023,2,PROJ42339,Implement user-friendly data access certification and attestation workflows,Deadline Extended,11,12,4,11,2,3,9,save
66163693d969750d958a7fb5,JMAN106,02-10-2023,08-10-2023,3,PROJ42339,Design and implement logging and monitoring system,Feature Implemented,6,2,9,3,2,9,4,save
66163693d969750d958a7fb6,JMAN106,09-10-2023,15-10-2023,1,PROJ42339,Design and implement data storage solutions,Task Completed,2,0,1,10,4,1,12,submit
66163693d969750d958a7fb7,JMAN106,09-10-2023,15-10-2023,2,PROJ56026,Implement user activity tracking and analytics,Meeting Scheduled,0,4,5,4,9,3,2,save
66163693d969750d958a7fb8,JMAN106,09-10-2023,15-10-2023,3,PROJ42339,Develop real-time data governance policy compliance assessment and reporting dashboards,Data Analysis,9,4,5,1,6,1,1,save
66163693d969750d958a7fb9,JMAN106,09-10-2023,15-10-2023,4,PROJ42339,Design and implement logging and monitoring system,Requirement Clarified,6,0,8,2,10,4,10,submit
66163693d969750d958a7fba,JMAN106,09-10-2023,15-10-2023,5,PROJ56026,Design homepage layout,Bug Fixed,10,6,7,6,12,2,8,save
66163693d969750d958a7fbb,JMAN106,16-10-2023,22-10-2023,1,PROJ42339,Design and implement logging and monitoring system,Infrastructure Setup,2,1,9,6,9,9,10,save
66163693d969750d958a7fbc,JMAN106,16-10-2023,22-10-2023,2,PROJ56026,Implement user activity tracking and analytics,Progress Update,9,4,3,0,6,11,10,save
66163693d969750d958a7fbd,JMAN106,23-10-2023,29-10-2023,1,PROJ56026,Implement data backup and disaster recovery measures,Feature Implemented,10,9,9,6,11,6,4,submit
66163693d969750d958a7fbe,JMAN106,23-10-2023,29-10-2023,2,PROJ56026,Implement user activity tracking and analytics,Data Analysis,9,2,4,4,3,6,5,submit
66163693d969750d958a7fbf,JMAN106,23-10-2023,29-10-2023,3,PROJ56026,Design homepage layout,Data Analysis,2,3,10,1,10,9,8,submit
66163693d969750d958a7fc0,JMAN106,23-10-2023,29-10-2023,4,PROJ42339,Implement user-friendly data access certification and attestation workflows,Design Updated,7,7,10,10,4,12,4,submit
66163693d969750d958a7fc1,JMAN468,04-09-2023,10-09-2023,1,PROJ54713,Design and implement data governance policy compliance assessment and reporting platforms,User Feedback,8,7,1,9,9,6,11,submit
66163693d969750d958a7fc2,JMAN468,04-09-2023,10-09-2023,2,PROJ54713,Create data-driven anomaly detection algorithms,User Feedback,10,11,8,8,7,10,3,save
66163693d969750d958a7fc3,JMAN468,04-09-2023,10-09-2023,3,PROJ54713,Create data-driven anomaly detection algorithms,Documentation Revised,9,6,5,0,3,3,9,save
66163693d969750d958a7fc4,JMAN468,04-09-2023,10-09-2023,4,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Issue Resolved,8,1,7,8,7,5,10,submit
66163693d969750d958a7fc5,JMAN468,04-09-2023,10-09-2023,5,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Issue Resolved,6,9,8,4,3,5,5,save
66163693d969750d958a7fc6,JMAN468,11-09-2023,17-09-2023,1,PROJ54713,Build data pipeline for real-time analytics,Documentation Revised,2,5,5,10,12,7,5,save
66163693d969750d958a7fc7,JMAN468,11-09-2023,17-09-2023,2,PROJ54713,Create data-driven anomaly detection algorithms,Bug Fixed,2,1,1,1,11,1,9,submit
66163693d969750d958a7fc8,JMAN468,11-09-2023,17-09-2023,3,PROJ54713,Design and implement data governance policy compliance assessment and reporting platforms,Infrastructure Setup,4,0,6,5,4,8,10,save
66163693d969750d958a7fc9,JMAN468,11-09-2023,17-09-2023,4,PROJ54713,Create data-driven anomaly detection algorithms,Meeting Scheduled,6,11,9,12,11,2,5,submit
66163693d969750d958a7fca,JMAN468,11-09-2023,17-09-2023,5,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Code Review,0,3,12,2,11,9,9,save
66163693d969750d958a7fcb,JMAN468,18-09-2023,24-09-2023,1,PROJ54713,Design and implement data governance policy compliance assessment and reporting platforms,Feature Implemented,10,1,4,2,2,0,3,save
66163693d969750d958a7fcc,JMAN468,18-09-2023,24-09-2023,2,PROJ54713,Build data pipeline for real-time analytics,Feature Implemented,4,7,6,8,5,9,4,submit
66163693d969750d958a7fcd,JMAN468,18-09-2023,24-09-2023,3,PROJ54713,Build data pipeline for real-time analytics,Feature Implemented,10,9,11,5,3,4,7,submit
66163693d969750d958a7fce,JMAN468,18-09-2023,24-09-2023,4,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Feature Implemented,2,0,11,1,9,2,1,save
66163693d969750d958a7fcf,JMAN468,18-09-2023,24-09-2023,5,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Deadline Extended,1,10,8,4,12,11,11,submit
66163693d969750d958a7fd0,JMAN468,25-09-2023,01-10-2023,1,PROJ54713,Design and implement data governance policy compliance assessment and reporting platforms,Data Analysis,3,7,12,5,10,2,12,submit
66163693d969750d958a7fd1,JMAN468,25-09-2023,01-10-2023,2,PROJ54713,Create data-driven anomaly detection algorithms,Progress Update,6,4,9,10,5,9,5,save
66163693d969750d958a7fd2,JMAN468,02-10-2023,08-10-2023,1,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Meeting Scheduled,12,7,5,5,11,4,3,submit
66163693d969750d958a7fd3,JMAN468,02-10-2023,08-10-2023,2,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Task Completed,5,10,6,6,9,3,12,save
66163693d969750d958a7fd4,JMAN468,02-10-2023,08-10-2023,3,PROJ54713,Create data-driven anomaly detection algorithms,Progress Update,3,0,3,6,5,7,6,save
66163693d969750d958a7fd5,JMAN468,09-10-2023,15-10-2023,1,PROJ54713,Design and implement data governance policy compliance assessment and reporting platforms,Bug Fixed,8,7,4,2,6,10,2,save
66163693d969750d958a7fd6,JMAN468,09-10-2023,15-10-2023,2,PROJ54713,Build data pipeline for real-time analytics,Testing Passed,5,7,6,8,12,4,10,submit
66163693d969750d958a7fd7,JMAN468,09-10-2023,15-10-2023,3,PROJ54713,Create data-driven anomaly detection algorithms,Testing Passed,9,0,5,4,7,3,10,submit
66163693d969750d958a7fd8,JMAN468,09-10-2023,15-10-2023,4,PROJ54713,Create data-driven anomaly detection algorithms,Testing Passed,1,7,4,2,9,5,11,submit
66163693d969750d958a7fd9,JMAN468,09-10-2023,15-10-2023,5,PROJ54713,Create data-driven anomaly detection algorithms,Deployment Ready,3,0,9,4,6,12,0,save
66163693d969750d958a7fda,JMAN468,16-10-2023,22-10-2023,1,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Performance Optimization,8,12,10,3,9,4,5,save
66163693d969750d958a7fdb,JMAN468,16-10-2023,22-10-2023,2,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Code Review,1,9,0,10,5,1,10,save
66163693d969750d958a7fdc,JMAN468,23-10-2023,29-10-2023,1,PROJ54713,Create data-driven anomaly detection algorithms,User Feedback,0,9,9,0,0,4,1,save
66163693d969750d958a7fdd,JMAN468,23-10-2023,29-10-2023,2,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Data Analysis,2,5,5,0,7,7,11,save
66163693d969750d958a7fde,JMAN468,23-10-2023,29-10-2023,3,PROJ54713,Develop real-time data governance policy compliance assessment and reporting approval workflows,Progress Update,0,10,12,12,10,0,7,submit
66163693d969750d958a7fdf,JMAN468,30-10-2023,05-11-2023,1,PROJ54713,Design and implement data governance policy compliance assessment and reporting platforms,Bug Fixed,0,6,0,0,11,9,2,submit
66163693d969750d958a7fe0,JMAN468,30-10-2023,05-11-2023,2,PROJ54713,Create data-driven anomaly detection algorithms,Performance Optimization,10,4,1,3,0,9,4,save
66163693d969750d958a7fe1,JMAN566,18-09-2023,24-09-2023,1,PROJ70577,Design and implement data lineage visualization tools,User Feedback,11,6,0,11,1,8,11,save
66163693d969750d958a7fe2,JMAN566,18-09-2023,24-09-2023,2,PROJ70577,Design and implement continuous integration workflow,Meeting Scheduled,7,10,11,9,11,2,6,submit
66163693d969750d958a7fe3,JMAN566,18-09-2023,24-09-2023,3,PROJ70577,Implement data encryption and security measures,Progress Update,8,2,11,9,12,3,5,save
66163693d969750d958a7fe4,JMAN566,18-09-2023,24-09-2023,4,PROJ70577,Design and implement continuous integration workflow,Design Updated,5,4,9,6,12,1,11,save
66163693d969750d958a7fe5,JMAN566,25-09-2023,01-10-2023,1,PROJ70577,Design and implement data lineage visualization tools,User Feedback,10,5,8,3,6,0,3,submit
66163693d969750d958a7fe6,JMAN566,25-09-2023,01-10-2023,2,PROJ70577,Design and implement continuous integration workflow,Issue Resolved,6,7,6,4,5,7,1,save
66163693d969750d958a7fe7,JMAN566,25-09-2023,01-10-2023,3,PROJ70577,Design and implement data governance policy compliance assessment and reporting platform,Task Completed,2,1,8,2,7,1,5,save
66163693d969750d958a7fe8,JMAN566,25-09-2023,01-10-2023,4,PROJ70577,Implement data encryption and security measures,Deployment Ready,8,12,6,1,2,7,4,submit
66163693d969750d958a7fe9,JMAN566,25-09-2023,01-10-2023,5,PROJ70577,Design and implement continuous integration workflow,Security Patch,12,4,7,1,2,7,3,submit
66163693d969750d958a7fea,JMAN566,02-10-2023,08-10-2023,1,PROJ70577,Design and implement continuous integration workflow,Data Analysis,9,10,4,11,3,6,9,submit
66163693d969750d958a7feb,JMAN566,02-10-2023,08-10-2023,2,PROJ70577,Design and implement data governance policy compliance assessment and reporting platform,Documentation Revised,0,7,12,3,5,4,12,save
66163693d969750d958a7fec,JMAN566,02-10-2023,08-10-2023,3,PROJ70577,Develop data lifecycle management workflows,Meeting Scheduled,10,1,7,10,8,11,12,save
66163693d969750d958a7fed,JMAN566,09-10-2023,15-10-2023,1,PROJ70577,Design and implement continuous integration workflow,Feature Implemented,2,4,1,8,7,9,3,save
66163693d969750d958a7fee,JMAN566,09-10-2023,15-10-2023,2,PROJ70577,Design and implement data governance policy compliance assessment and reporting platform,Performance Optimization,2,4,1,10,9,8,12,save
66163693d969750d958a7fef,JMAN566,09-10-2023,15-10-2023,3,PROJ70577,Implement data encryption and security measures,Bug Fixed,0,12,12,12,2,3,2,submit
66163693d969750d958a7ff0,JMAN566,09-10-2023,15-10-2023,4,PROJ70577,Design and implement data governance policy compliance assessment and reporting platform,Code Review,12,11,0,1,2,10,6,save
66163693d969750d958a7ff1,JMAN566,09-10-2023,15-10-2023,5,PROJ70577,Design and implement data lineage visualization tools,Testing Passed,5,1,10,0,0,11,9,submit
66163693d969750d958a7ff2,JMAN566,16-10-2023,22-10-2023,1,PROJ70577,Develop data lifecycle management workflows,Design Updated,5,7,1,4,9,4,9,save
66163693d969750d958a7ff3,JMAN566,16-10-2023,22-10-2023,2,PROJ70577,Design and implement continuous integration workflow,Performance Optimization,7,5,9,12,7,4,8,submit
66163693d969750d958a7ff4,JMAN566,16-10-2023,22-10-2023,3,PROJ70577,Design and implement data governance policy compliance assessment and reporting platform,Deadline Extended,12,4,1,2,5,6,10,save
66163693d969750d958a7ff5,JMAN566,16-10-2023,22-10-2023,4,PROJ70577,Design and implement data governance policy compliance assessment and reporting platform,Deployment Ready,6,12,1,1,0,5,10,save
66163693d969750d958a7ff6,JMAN566,23-10-2023,29-10-2023,1,PROJ70577,Design and implement continuous integration workflow,Bug Fixed,10,4,9,8,3,10,8,save
66163693d969750d958a7ff7,JMAN566,23-10-2023,29-10-2023,2,PROJ70577,Implement data encryption and security measures,Deadline Extended,2,6,5,0,0,0,7,submit
66163693d969750d958a7ff8,JMAN566,23-10-2023,29-10-2023,3,PROJ70577,Design and implement data lineage visualization tools,Infrastructure Setup,3,12,0,1,3,6,1,submit
66163693d969750d958a7ff9,JMAN566,23-10-2023,29-10-2023,4,PROJ70577,Design and implement data lineage visualization tools,Code Review,8,8,11,9,9,4,7,save
66163693d969750d958a7ffa,JMAN566,30-10-2023,05-11-2023,1,PROJ70577,Develop data lifecycle management workflows,Requirement Clarified,11,9,9,1,3,10,1,save
66163693d969750d958a7ffb,JMAN566,30-10-2023,05-11-2023,2,PROJ70577,Design and implement continuous integration workflow,Performance Optimization,10,2,0,7,5,2,6,submit
66163693d969750d958a7ffc,JMAN566,30-10-2023,05-11-2023,3,PROJ70577,Develop data lifecycle management workflows,User Feedback,7,5,6,12,8,6,7,submit
