_id,userId,startDate,endDate,projectId,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,total
66167831d969750d958ad9eb,JMAN678,12-02-2024,18-02-2024,PROJ13614,8,4,9,1,5,6,6,9,4,1,53
66167831d969750d958ad9ec,JMAN678,12-02-2024,18-02-2024,PROJ13614,4,9,6,1,7,3,5,3,3,4,45
66167831d969750d958ad9ed,JMAN678,12-02-2024,18-02-2024,PROJ13614,7,8,2,4,5,10,9,4,1,1,51
66167831d969750d958ad9ee,JMAN678,19-02-2024,25-02-2024,PROJ13614,6,6,9,6,5,2,8,7,9,4,62
66167831d969750d958ad9ef,JMAN678,19-02-2024,25-02-2024,PROJ13614,8,3,6,5,3,8,6,9,9,9,66
66167831d969750d958ad9f0,JMAN678,19-02-2024,25-02-2024,PROJ13614,9,3,7,9,7,8,2,6,4,1,56
66167831d969750d958ad9f1,JMAN678,19-02-2024,25-02-2024,PROJ13614,9,6,10,2,2,5,7,7,4,10,62
66167831d969750d958ad9f2,JMAN678,19-02-2024,25-02-2024,PROJ13614,7,4,4,2,7,5,7,7,1,2,46
66167831d969750d958ad9f3,JMAN678,26-02-2024,03-03-2024,PROJ13614,7,1,9,1,2,9,6,1,9,3,48
66167831d969750d958ad9f4,JMAN678,26-02-2024,03-03-2024,PROJ13614,10,2,10,6,7,1,5,3,5,3,52
66167831d969750d958ad9f5,JMAN678,26-02-2024,03-03-2024,PROJ13614,4,7,1,10,9,5,5,10,5,3,59
66167831d969750d958ad9f6,JMAN678,26-02-2024,03-03-2024,PROJ13614,5,6,9,10,10,2,6,10,10,4,72
66167831d969750d958ad9f7,JMAN678,26-02-2024,03-03-2024,PROJ13614,10,9,4,1,3,7,4,1,1,10,50
66167831d969750d958ad9f8,JMAN678,04-03-2024,10-03-2024,PROJ13614,2,10,5,3,6,2,4,1,3,6,42
66167831d969750d958ad9f9,JMAN678,04-03-2024,10-03-2024,PROJ13614,5,4,2,9,4,2,3,4,3,9,45
66167831d969750d958ad9fa,JMAN678,04-03-2024,10-03-2024,PROJ13614,10,4,8,2,8,10,7,10,5,7,71
66167831d969750d958ad9fb,JMAN678,04-03-2024,10-03-2024,PROJ13614,2,5,6,2,4,3,8,5,2,9,46
66167831d969750d958ad9fc,JMAN678,04-03-2024,10-03-2024,PROJ13614,8,4,3,2,7,9,6,5,2,1,47
66167831d969750d958ad9fd,JMAN678,11-03-2024,17-03-2024,PROJ13614,5,5,7,3,5,6,5,2,10,1,49
66167831d969750d958ad9fe,JMAN678,11-03-2024,17-03-2024,PROJ13614,8,8,8,7,9,1,4,9,1,10,65
66167831d969750d958ad9ff,JMAN678,18-03-2024,24-03-2024,PROJ13614,1,10,8,2,3,1,5,2,6,6,44
66167831d969750d958ada00,JMAN678,18-03-2024,24-03-2024,PROJ13614,10,8,3,9,8,9,8,2,6,2,65
66167831d969750d958ada01,JMAN678,18-03-2024,24-03-2024,PROJ13614,8,7,6,7,6,7,8,6,6,6,67
66167831d969750d958ada02,JMAN678,18-03-2024,24-03-2024,PROJ13614,2,4,7,5,7,7,4,4,6,4,50
66167831d969750d958ada03,JMAN106,28-08-2023,03-09-2023,PROJ42339,10,2,3,8,7,7,6,3,3,3,52
66167831d969750d958ada04,JMAN106,28-08-2023,03-09-2023,PROJ42339,4,8,10,9,7,3,7,2,1,9,60
66167831d969750d958ada05,JMAN106,28-08-2023,03-09-2023,PROJ56026,6,3,3,9,2,9,1,9,3,7,52
66167831d969750d958ada06,JMAN106,28-08-2023,03-09-2023,PROJ56026,1,10,4,6,2,3,6,9,4,4,49
66167831d969750d958ada07,JMAN106,28-08-2023,03-09-2023,PROJ42339,6,3,5,7,7,2,5,8,5,9,57
66167831d969750d958ada08,JMAN106,04-09-2023,10-09-2023,PROJ56026,3,7,2,8,3,5,1,8,3,7,47
66167831d969750d958ada09,JMAN106,04-09-2023,10-09-2023,PROJ56026,5,7,4,4,5,10,6,1,10,6,58
66167831d969750d958ada0a,JMAN106,04-09-2023,10-09-2023,PROJ42339,9,4,1,5,7,5,3,3,2,3,42
66167831d969750d958ada0b,JMAN106,11-09-2023,17-09-2023,PROJ42339,9,10,8,2,10,2,6,8,7,2,64
66167831d969750d958ada0c,JMAN106,11-09-2023,17-09-2023,PROJ42339,2,9,9,3,4,1,3,5,6,3,45
66167831d969750d958ada0d,JMAN106,11-09-2023,17-09-2023,PROJ56026,7,1,4,9,8,8,4,1,10,8,60
66167831d969750d958ada0e,JMAN106,11-09-2023,17-09-2023,PROJ56026,5,10,8,3,2,2,2,9,8,5,54
66167831d969750d958ada0f,JMAN106,18-09-2023,24-09-2023,PROJ42339,1,2,9,7,4,2,5,1,10,1,42
66167831d969750d958ada10,JMAN106,18-09-2023,24-09-2023,PROJ56026,8,7,9,10,4,9,6,4,3,9,69
66167831d969750d958ada11,JMAN106,18-09-2023,24-09-2023,PROJ42339,6,1,9,9,7,6,8,9,4,7,66
66167831d969750d958ada12,JMAN106,18-09-2023,24-09-2023,PROJ56026,6,4,9,1,4,10,9,4,10,6,63
66167831d969750d958ada13,JMAN106,18-09-2023,24-09-2023,PROJ42339,3,6,4,10,8,2,3,6,3,8,53
66167831d969750d958ada14,JMAN106,25-09-2023,01-10-2023,PROJ56026,3,9,6,3,8,2,2,1,5,1,40
66167831d969750d958ada15,JMAN106,25-09-2023,01-10-2023,PROJ42339,1,7,4,6,3,9,10,1,7,7,55
66167831d969750d958ada16,JMAN106,25-09-2023,01-10-2023,PROJ56026,2,1,4,1,8,9,5,7,5,2,44
66167831d969750d958ada17,JMAN106,02-10-2023,08-10-2023,PROJ42339,8,7,4,7,10,6,2,7,6,5,62
66167831d969750d958ada18,JMAN106,02-10-2023,08-10-2023,PROJ42339,7,8,3,9,10,8,10,7,6,9,77
66167831d969750d958ada19,JMAN106,02-10-2023,08-10-2023,PROJ42339,9,1,3,2,7,2,3,10,5,3,45
66167831d969750d958ada1a,JMAN106,09-10-2023,15-10-2023,PROJ42339,8,6,2,8,8,10,1,6,5,2,56
66167831d969750d958ada1b,JMAN106,09-10-2023,15-10-2023,PROJ56026,4,4,3,8,9,10,2,1,1,3,45
66167831d969750d958ada1c,JMAN106,09-10-2023,15-10-2023,PROJ42339,3,4,8,10,2,7,1,1,7,3,46
66167831d969750d958ada1d,JMAN106,09-10-2023,15-10-2023,PROJ42339,7,1,6,9,10,6,7,9,1,1,57
66167831d969750d958ada1e,JMAN106,09-10-2023,15-10-2023,PROJ56026,8,9,7,1,5,5,1,1,8,3,48
66167831d969750d958ada1f,JMAN106,16-10-2023,22-10-2023,PROJ42339,9,5,6,3,10,2,5,2,4,8,54
66167831d969750d958ada20,JMAN106,16-10-2023,22-10-2023,PROJ56026,9,7,9,10,1,8,1,7,5,6,63
66167831d969750d958ada21,JMAN106,23-10-2023,29-10-2023,PROJ56026,4,6,6,10,2,8,2,10,2,5,55
66167831d969750d958ada22,JMAN106,23-10-2023,29-10-2023,PROJ56026,2,6,2,3,4,8,5,3,5,5,43
66167831d969750d958ada23,JMAN106,23-10-2023,29-10-2023,PROJ56026,6,6,7,3,9,5,10,8,10,9,73
66167831d969750d958ada24,JMAN106,23-10-2023,29-10-2023,PROJ42339,7,9,4,6,8,5,1,2,7,9,58
66167831d969750d958ada25,JMAN468,04-09-2023,10-09-2023,PROJ54713,4,1,3,4,4,5,6,5,4,9,45
66167831d969750d958ada26,JMAN468,04-09-2023,10-09-2023,PROJ54713,9,3,10,5,7,7,10,4,6,5,66
66167831d969750d958ada27,JMAN468,04-09-2023,10-09-2023,PROJ54713,2,10,1,6,6,2,10,4,9,4,54
66167831d969750d958ada28,JMAN468,04-09-2023,10-09-2023,PROJ54713,10,2,2,1,9,4,1,9,3,8,49
66167831d969750d958ada29,JMAN468,04-09-2023,10-09-2023,PROJ54713,6,6,7,9,2,5,5,5,3,3,51
66167831d969750d958ada2a,JMAN468,11-09-2023,17-09-2023,PROJ54713,9,5,3,10,3,1,1,5,3,6,46
66167831d969750d958ada2b,JMAN468,11-09-2023,17-09-2023,PROJ54713,10,4,5,6,2,10,2,3,7,3,52
66167831d969750d958ada2c,JMAN468,11-09-2023,17-09-2023,PROJ54713,10,3,2,8,3,8,7,6,9,7,63
66167831d969750d958ada2d,JMAN468,11-09-2023,17-09-2023,PROJ54713,7,1,8,2,8,8,7,8,1,5,55
66167831d969750d958ada2e,JMAN468,11-09-2023,17-09-2023,PROJ54713,3,8,10,5,2,1,1,9,7,6,52
66167831d969750d958ada2f,JMAN468,18-09-2023,24-09-2023,PROJ54713,4,9,6,2,8,1,1,10,4,4,49
66167831d969750d958ada30,JMAN468,18-09-2023,24-09-2023,PROJ54713,8,7,7,1,8,3,1,2,10,4,51
66167831d969750d958ada31,JMAN468,18-09-2023,24-09-2023,PROJ54713,10,4,7,8,9,8,10,9,6,3,74
66167831d969750d958ada32,JMAN468,18-09-2023,24-09-2023,PROJ54713,9,6,6,10,5,6,8,9,1,10,70
66167831d969750d958ada33,JMAN468,18-09-2023,24-09-2023,PROJ54713,8,8,2,1,10,6,4,2,2,3,46
66167831d969750d958ada34,JMAN468,25-09-2023,01-10-2023,PROJ54713,8,6,4,4,10,7,3,6,2,1,51
66167831d969750d958ada35,JMAN468,25-09-2023,01-10-2023,PROJ54713,9,6,1,1,2,10,6,10,4,10,59
66167831d969750d958ada36,JMAN468,02-10-2023,08-10-2023,PROJ54713,8,2,3,1,7,8,5,4,8,5,51
66167831d969750d958ada37,JMAN468,02-10-2023,08-10-2023,PROJ54713,4,1,1,4,7,6,10,9,6,5,53
66167831d969750d958ada38,JMAN468,02-10-2023,08-10-2023,PROJ54713,3,5,2,8,1,9,4,10,5,2,49
66167831d969750d958ada39,JMAN468,09-10-2023,15-10-2023,PROJ54713,2,2,1,4,4,8,5,6,2,6,40
66167831d969750d958ada3a,JMAN468,09-10-2023,15-10-2023,PROJ54713,5,4,7,1,8,10,6,7,6,1,55
66167831d969750d958ada3b,JMAN468,09-10-2023,15-10-2023,PROJ54713,10,7,7,10,5,10,4,7,9,1,70
66167831d969750d958ada3c,JMAN468,09-10-2023,15-10-2023,PROJ54713,7,1,8,9,10,1,7,2,8,3,56
66167831d969750d958ada3d,JMAN468,09-10-2023,15-10-2023,PROJ54713,8,3,5,3,1,10,5,5,2,5,47
66167831d969750d958ada3e,JMAN468,16-10-2023,22-10-2023,PROJ54713,4,7,4,9,1,4,5,10,6,2,52
66167831d969750d958ada3f,JMAN468,16-10-2023,22-10-2023,PROJ54713,10,1,6,2,7,6,9,1,5,9,56
66167831d969750d958ada40,JMAN468,23-10-2023,29-10-2023,PROJ54713,2,10,1,3,2,2,8,10,5,7,50
66167831d969750d958ada41,JMAN468,23-10-2023,29-10-2023,PROJ54713,4,6,3,4,5,1,7,4,4,9,47
66167831d969750d958ada42,JMAN468,23-10-2023,29-10-2023,PROJ54713,8,7,9,8,9,5,2,7,2,9,66
66167831d969750d958ada43,JMAN468,30-10-2023,05-11-2023,PROJ54713,1,6,5,9,2,2,9,10,6,2,52
66167831d969750d958ada44,JMAN468,30-10-2023,05-11-2023,PROJ54713,7,8,5,7,3,10,9,3,1,1,54
66167831d969750d958ada45,JMAN566,18-09-2023,24-09-2023,PROJ70577,9,7,7,2,10,1,2,7,6,1,52
66167831d969750d958ada46,JMAN566,18-09-2023,24-09-2023,PROJ70577,2,1,10,5,7,9,1,10,7,10,62
66167831d969750d958ada47,JMAN566,18-09-2023,24-09-2023,PROJ70577,3,5,1,10,4,3,5,8,8,3,50
66167831d969750d958ada48,JMAN566,18-09-2023,24-09-2023,PROJ70577,3,8,1,8,4,9,8,7,5,1,54
66167831d969750d958ada49,JMAN566,25-09-2023,01-10-2023,PROJ70577,3,1,7,10,6,4,8,2,10,8,59
66167831d969750d958ada4a,JMAN566,25-09-2023,01-10-2023,PROJ70577,1,7,1,5,10,5,3,9,4,8,53
66167831d969750d958ada4b,JMAN566,25-09-2023,01-10-2023,PROJ70577,2,10,4,2,8,1,9,4,6,2,48
66167831d969750d958ada4c,JMAN566,25-09-2023,01-10-2023,PROJ70577,3,8,6,7,3,7,10,3,2,8,57
66167831d969750d958ada4d,JMAN566,25-09-2023,01-10-2023,PROJ70577,5,3,7,8,3,3,2,8,4,2,45
66167831d969750d958ada4e,JMAN566,02-10-2023,08-10-2023,PROJ70577,4,8,1,5,9,10,3,6,1,4,51
66167831d969750d958ada4f,JMAN566,02-10-2023,08-10-2023,PROJ70577,5,8,4,9,1,4,2,7,5,2,47
66167831d969750d958ada50,JMAN566,02-10-2023,08-10-2023,PROJ70577,1,1,1,8,4,8,2,2,7,7,41
66167831d969750d958ada51,JMAN566,09-10-2023,15-10-2023,PROJ70577,3,5,7,4,7,3,2,2,9,4,46
66167831d969750d958ada52,JMAN566,09-10-2023,15-10-2023,PROJ70577,7,9,10,2,6,6,5,1,6,3,55
66167831d969750d958ada53,JMAN566,09-10-2023,15-10-2023,PROJ70577,9,9,9,7,7,10,5,8,7,3,74
66167831d969750d958ada54,JMAN566,09-10-2023,15-10-2023,PROJ70577,5,9,4,1,7,7,4,6,5,9,57
66167831d969750d958ada55,JMAN566,09-10-2023,15-10-2023,PROJ70577,4,7,7,7,3,6,5,5,2,8,54
66167831d969750d958ada56,JMAN566,16-10-2023,22-10-2023,PROJ70577,10,1,1,8,1,6,10,5,3,9,54
66167831d969750d958ada57,JMAN566,16-10-2023,22-10-2023,PROJ70577,10,6,7,3,10,1,1,4,6,3,51
66167831d969750d958ada58,JMAN566,16-10-2023,22-10-2023,PROJ70577,10,7,1,9,2,3,2,5,4,9,52
66167831d969750d958ada59,JMAN566,16-10-2023,22-10-2023,PROJ70577,9,3,7,1,6,9,5,4,9,3,56
66167831d969750d958ada5a,JMAN566,23-10-2023,29-10-2023,PROJ70577,4,5,10,2,10,4,9,3,4,1,52
66167831d969750d958ada5b,JMAN566,23-10-2023,29-10-2023,PROJ70577,6,1,6,5,1,6,1,3,8,7,44
66167831d969750d958ada5c,JMAN566,23-10-2023,29-10-2023,PROJ70577,7,2,4,3,10,4,7,4,7,4,52
66167831d969750d958ada5d,JMAN566,23-10-2023,29-10-2023,PROJ70577,3,10,6,1,5,8,8,10,10,3,64
66167831d969750d958ada5e,JMAN566,30-10-2023,05-11-2023,PROJ70577,10,10,9,8,10,4,5,10,9,1,76
66167831d969750d958ada5f,JMAN566,30-10-2023,05-11-2023,PROJ70577,2,5,7,1,1,3,3,9,8,6,45
66167831d969750d958ada60,JMAN566,30-10-2023,05-11-2023,PROJ70577,6,7,2,9,8,8,6,5,1,9,61
66167831d969750d958ada61,JMAN566,30-10-2023,05-11-2023,PROJ70577,1,8,7,3,8,6,9,1,5,10,58
66167831d969750d958ada62,JMAN566,06-11-2023,12-11-2023,PROJ70577,7,1,1,3,2,10,6,9,7,9,55
66167831d969750d958ada63,JMAN566,06-11-2023,12-11-2023,PROJ70577,9,2,7,6,6,4,3,5,8,1,51
66167831d969750d958ada64,JMAN566,06-11-2023,12-11-2023,PROJ70577,1,5,7,5,1,10,3,2,3,8,45
66167831d969750d958ada65,JMAN566,06-11-2023,12-11-2023,PROJ70577,8,2,10,9,5,3,5,10,4,4,60
66167831d969750d958ada66,JMAN566,13-11-2023,19-11-2023,PROJ70577,7,2,9,5,3,8,2,10,2,6,54
66167831d969750d958ada67,JMAN566,13-11-2023,19-11-2023,PROJ70577,10,7,6,7,10,2,9,9,9,4,73
66167831d969750d958ada68,JMAN981,02-10-2023,08-10-2023,PROJ35653,3,9,10,1,8,4,6,3,10,2,56
66167831d969750d958ada69,JMAN981,02-10-2023,08-10-2023,PROJ35653,10,4,5,2,1,3,3,10,1,10,49
66167831d969750d958ada6a,JMAN981,09-10-2023,15-10-2023,PROJ35653,1,7,5,1,6,5,4,2,1,4,36
66167831d969750d958ada6b,JMAN981,09-10-2023,15-10-2023,PROJ35653,10,9,2,7,7,2,10,2,2,9,60
66167831d969750d958ada6c,JMAN981,09-10-2023,15-10-2023,PROJ35653,2,7,7,6,6,8,2,9,5,5,57
66167831d969750d958ada6d,JMAN981,09-10-2023,15-10-2023,PROJ35653,7,1,3,8,8,2,3,8,3,6,49
66167831d969750d958ada6e,JMAN981,09-10-2023,15-10-2023,PROJ35653,1,2,2,7,6,4,1,3,2,8,36
66167831d969750d958ada6f,JMAN981,16-10-2023,22-10-2023,PROJ35653,2,7,4,6,10,2,1,10,5,8,55
66167831d969750d958ada70,JMAN981,16-10-2023,22-10-2023,PROJ35653,10,6,2,5,3,3,3,4,6,6,48
66167831d969750d958ada71,JMAN981,23-10-2023,29-10-2023,PROJ35653,4,3,1,5,7,4,8,8,7,3,50
66167831d969750d958ada72,JMAN981,23-10-2023,29-10-2023,PROJ35653,7,1,8,8,7,5,7,5,9,4,61
66167831d969750d958ada73,JMAN981,23-10-2023,29-10-2023,PROJ35653,10,10,7,4,10,8,9,4,6,6,74
66167831d969750d958ada74,JMAN981,23-10-2023,29-10-2023,PROJ35653,3,8,2,10,5,6,6,4,3,1,48
66167831d969750d958ada75,JMAN981,23-10-2023,29-10-2023,PROJ35653,10,1,9,8,3,8,4,10,9,6,68
66167831d969750d958ada76,JMAN981,30-10-2023,05-11-2023,PROJ35653,1,7,10,1,3,9,10,7,1,5,54
66167831d969750d958ada77,JMAN981,30-10-2023,05-11-2023,PROJ35653,5,5,3,10,8,10,4,1,10,2,58
66167831d969750d958ada78,JMAN981,06-11-2023,12-11-2023,PROJ35653,4,4,4,4,1,4,2,6,9,8,46
66167831d969750d958ada79,JMAN981,06-11-2023,12-11-2023,PROJ35653,8,10,2,9,7,9,1,7,10,9,72
66167831d969750d958ada7a,JMAN981,06-11-2023,12-11-2023,PROJ35653,4,10,2,4,4,6,10,10,2,8,60
66167831d969750d958ada7b,JMAN981,06-11-2023,12-11-2023,PROJ35653,7,7,7,10,10,4,3,3,5,6,62
66167831d969750d958ada7c,JMAN981,06-11-2023,12-11-2023,PROJ35653,6,9,3,9,10,1,5,9,3,3,58
66167831d969750d958ada7d,JMAN981,13-11-2023,19-11-2023,PROJ35653,5,10,4,3,8,6,3,5,8,6,58
66167831d969750d958ada7e,JMAN981,13-11-2023,19-11-2023,PROJ35653,6,10,6,8,2,1,2,4,4,4,47
66167831d969750d958ada7f,JMAN981,20-11-2023,26-11-2023,PROJ35653,4,9,10,8,4,4,5,6,10,9,69
66167831d969750d958ada80,JMAN981,20-11-2023,26-11-2023,PROJ35653,8,4,1,5,8,1,7,7,5,9,55
66167831d969750d958ada81,JMAN981,20-11-2023,26-11-2023,PROJ35653,7,4,6,10,8,6,2,5,9,2,59
66167831d969750d958ada82,JMAN981,20-11-2023,26-11-2023,PROJ35653,4,7,3,6,8,7,10,7,5,4,61
66167831d969750d958ada83,JMAN981,20-11-2023,26-11-2023,PROJ35653,1,2,10,9,10,7,6,10,3,2,60
66167831d969750d958ada84,JMAN981,27-11-2023,03-12-2023,PROJ35653,5,3,4,7,3,7,9,1,7,3,49
66167831d969750d958ada85,JMAN981,27-11-2023,03-12-2023,PROJ35653,2,7,5,4,8,4,6,6,4,4,50
66167831d969750d958ada86,JMAN981,27-11-2023,03-12-2023,PROJ35653,8,8,3,5,8,5,3,4,7,5,56
66167831d969750d958ada87,JMAN981,27-11-2023,03-12-2023,PROJ35653,7,2,5,2,6,9,2,10,9,6,58
66167831d969750d958ada88,JMAN981,27-11-2023,03-12-2023,PROJ35653,1,3,6,5,4,4,8,5,4,3,43
66167831d969750d958ada89,JMAN257,31-07-2023,06-08-2023,PROJ12538,8,3,1,5,5,5,4,4,2,7,44
66167831d969750d958ada8a,JMAN257,31-07-2023,06-08-2023,PROJ12538,3,1,10,8,6,7,3,7,4,6,55
66167831d969750d958ada8b,JMAN257,07-08-2023,13-08-2023,PROJ12538,2,1,10,10,2,2,3,3,5,6,44
66167831d969750d958ada8c,JMAN257,07-08-2023,13-08-2023,PROJ12538,5,10,8,2,10,9,1,2,2,1,50
66167831d969750d958ada8d,JMAN257,07-08-2023,13-08-2023,PROJ12538,10,5,7,9,6,5,10,7,9,10,78
66167831d969750d958ada8e,JMAN257,14-08-2023,20-08-2023,PROJ12538,7,4,8,10,5,9,5,10,10,3,71
66167831d969750d958ada8f,JMAN257,21-08-2023,27-08-2023,PROJ12538,1,1,8,9,5,10,5,7,3,7,56
66167831d969750d958ada90,JMAN257,21-08-2023,27-08-2023,PROJ12538,5,4,9,8,1,5,4,4,7,4,51
66167831d969750d958ada91,JMAN257,21-08-2023,27-08-2023,PROJ12538,6,3,7,9,1,9,8,10,7,8,68
66167831d969750d958ada92,JMAN257,21-08-2023,27-08-2023,PROJ12538,1,6,7,10,2,7,8,4,7,10,62
66167831d969750d958ada93,JMAN257,28-08-2023,03-09-2023,PROJ12538,4,4,7,2,9,5,4,6,8,5,54
66167831d969750d958ada94,JMAN257,28-08-2023,03-09-2023,PROJ12538,3,4,8,10,7,6,9,10,2,5,64
66167831d969750d958ada95,JMAN257,04-09-2023,10-09-2023,PROJ12538,6,8,2,7,4,1,4,2,6,7,47
66167831d969750d958ada96,JMAN257,11-09-2023,17-09-2023,PROJ12538,7,7,3,3,4,4,4,2,10,10,54
66167831d969750d958ada97,JMAN257,11-09-2023,17-09-2023,PROJ12538,1,10,9,7,8,3,3,6,5,4,56
66167831d969750d958ada98,JMAN257,11-09-2023,17-09-2023,PROJ12538,9,2,10,7,3,1,7,8,2,9,58
66167831d969750d958ada99,JMAN257,18-09-2023,24-09-2023,PROJ12538,1,9,10,3,5,6,9,2,3,8,56
66167831d969750d958ada9a,JMAN257,18-09-2023,24-09-2023,PROJ12538,3,8,10,8,3,1,1,2,9,5,50
66167831d969750d958ada9b,JMAN257,25-09-2023,01-10-2023,PROJ12538,7,8,5,5,6,10,4,4,9,10,68
66167831d969750d958ada9c,JMAN257,25-09-2023,01-10-2023,PROJ12538,4,10,10,9,9,1,10,2,2,10,67
66167831d969750d958ada9d,JMAN257,25-09-2023,01-10-2023,PROJ12538,4,8,5,6,6,7,10,3,9,5,63
66167831d969750d958ada9e,JMAN257,25-09-2023,01-10-2023,PROJ12538,1,10,4,8,4,7,3,2,4,5,48
