userId,startDate,endDate,projectId,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,total
JMAN468,09-10-2023,15-10-2023,PROJ54713,5,4,7,1,8,10,6,7,6,1,55
JMAN468,09-10-2023,15-10-2023,PROJ54713,10,7,7,10,5,10,4,7,9,1,70
JMAN468,09-10-2023,15-10-2023,PROJ54713,7,1,8,9,10,1,7,2,8,3,56
JMAN468,09-10-2023,15-10-2023,PROJ54713,8,3,5,3,1,10,5,5,2,5,47
JMAN468,16-10-2023,22-10-2023,PROJ54713,4,7,4,9,1,4,5,10,6,2,52
JMAN468,16-10-2023,22-10-2023,PROJ54713,10,1,6,2,7,6,9,1,5,9,56
JMAN468,23-10-2023,29-10-2023,PROJ54713,2,10,1,3,2,2,8,10,5,7,50
JMAN468,23-10-2023,29-10-2023,PROJ54713,4,6,3,4,5,1,7,4,4,9,47
JMAN468,23-10-2023,29-10-2023,PROJ54713,8,7,9,8,9,5,2,7,2,9,66
JMAN468,30-10-2023,05-11-2023,PROJ54713,1,6,5,9,2,2,9,10,6,2,52
JMAN468,30-10-2023,05-11-2023,PROJ54713,7,8,5,7,3,10,9,3,1,1,54
JMAN566,18-09-2023,24-09-2023,PROJ70577,9,7,7,2,10,1,2,7,6,1,52
JMAN566,18-09-2023,24-09-2023,PROJ70577,2,1,10,5,7,9,1,10,7,10,62
JMAN566,18-09-2023,24-09-2023,PROJ70577,3,5,1,10,4,3,5,8,8,3,50
JMAN566,18-09-2023,24-09-2023,PROJ70577,3,8,1,8,4,9,8,7,5,1,54
JMAN566,25-09-2023,01-10-2023,PROJ70577,3,1,7,10,6,4,8,2,10,8,59
JMAN566,25-09-2023,01-10-2023,PROJ70577,1,7,1,5,10,5,3,9,4,8,53
JMAN566,25-09-2023,01-10-2023,PROJ70577,2,10,4,2,8,1,9,4,6,2,48
JMAN566,25-09-2023,01-10-2023,PROJ70577,3,8,6,7,3,7,10,3,2,8,57
JMAN566,25-09-2023,01-10-2023,PROJ70577,5,3,7,8,3,3,2,8,4,2,45
JMAN566,02-10-2023,08-10-2023,PROJ70577,4,8,1,5,9,10,3,6,1,4,51
JMAN566,02-10-2023,08-10-2023,PROJ70577,5,8,4,9,1,4,2,7,5,2,47
JMAN566,02-10-2023,08-10-2023,PROJ70577,1,1,1,8,4,8,2,2,7,7,41
JMAN566,09-10-2023,15-10-2023,PROJ70577,3,5,7,4,7,3,2,2,9,4,46
JMAN566,09-10-2023,15-10-2023,PROJ70577,7,9,10,2,6,6,5,1,6,3,55
JMAN566,09-10-2023,15-10-2023,PROJ70577,9,9,9,7,7,10,5,8,7,3,74
JMAN566,09-10-2023,15-10-2023,PROJ70577,5,9,4,1,7,7,4,6,5,9,57
JMAN566,09-10-2023,15-10-2023,PROJ70577,4,7,7,7,3,6,5,5,2,8,54
JMAN566,16-10-2023,22-10-2023,PROJ70577,10,1,1,8,1,6,10,5,3,9,54
JMAN566,16-10-2023,22-10-2023,PROJ70577,10,6,7,3,10,1,1,4,6,3,51
JMAN566,16-10-2023,22-10-2023,PROJ70577,10,7,1,9,2,3,2,5,4,9,52
JMAN566,16-10-2023,22-10-2023,PROJ70577,9,3,7,1,6,9,5,4,9,3,56
JMAN566,23-10-2023,29-10-2023,PROJ70577,4,5,10,2,10,4,9,3,4,1,52
JMAN566,23-10-2023,29-10-2023,PROJ70577,6,1,6,5,1,6,1,3,8,7,44
JMAN566,23-10-2023,29-10-2023,PROJ70577,7,2,4,3,10,4,7,4,7,4,52
JMAN566,23-10-2023,29-10-2023,PROJ70577,3,10,6,1,5,8,8,10,10,3,64
JMAN566,30-10-2023,05-11-2023,PROJ70577,10,10,9,8,10,4,5,10,9,1,76
JMAN566,30-10-2023,05-11-2023,PROJ70577,2,5,7,1,1,3,3,9,8,6,45
JMAN566,30-10-2023,05-11-2023,PROJ70577,6,7,2,9,8,8,6,5,1,9,61
JMAN566,30-10-2023,05-11-2023,PROJ70577,1,8,7,3,8,6,9,1,5,10,58
JMAN566,06-11-2023,12-11-2023,PROJ70577,7,1,1,3,2,10,6,9,7,9,55
JMAN566,06-11-2023,12-11-2023,PROJ70577,9,2,7,6,6,4,3,5,8,1,51
JMAN566,06-11-2023,12-11-2023,PROJ70577,1,5,7,5,1,10,3,2,3,8,45
JMAN566,06-11-2023,12-11-2023,PROJ70577,8,2,10,9,5,3,5,10,4,4,60
JMAN566,13-11-2023,19-11-2023,PROJ70577,7,2,9,5,3,8,2,10,2,6,54
JMAN566,13-11-2023,19-11-2023,PROJ70577,10,7,6,7,10,2,9,9,9,4,73
JMAN981,02-10-2023,08-10-2023,PROJ35653,3,9,10,1,8,4,6,3,10,2,56
JMAN981,02-10-2023,08-10-2023,PROJ35653,10,4,5,2,1,3,3,10,1,10,49
JMAN981,09-10-2023,15-10-2023,PROJ35653,1,7,5,1,6,5,4,2,1,4,36
JMAN981,09-10-2023,15-10-2023,PROJ35653,10,9,2,7,7,2,10,2,2,9,60
JMAN981,09-10-2023,15-10-2023,PROJ35653,2,7,7,6,6,8,2,9,5,5,57
JMAN981,09-10-2023,15-10-2023,PROJ35653,7,1,3,8,8,2,3,8,3,6,49
JMAN981,09-10-2023,15-10-2023,PROJ35653,1,2,2,7,6,4,1,3,2,8,36
JMAN981,16-10-2023,22-10-2023,PROJ35653,2,7,4,6,10,2,1,10,5,8,55
JMAN981,16-10-2023,22-10-2023,PROJ35653,10,6,2,5,3,3,3,4,6,6,48
JMAN981,23-10-2023,29-10-2023,PROJ35653,4,3,1,5,7,4,8,8,7,3,50
JMAN981,23-10-2023,29-10-2023,PROJ35653,7,1,8,8,7,5,7,5,9,4,61
JMAN981,23-10-2023,29-10-2023,PROJ35653,10,10,7,4,10,8,9,4,6,6,74
JMAN981,23-10-2023,29-10-2023,PROJ35653,3,8,2,10,5,6,6,4,3,1,48
JMAN981,23-10-2023,29-10-2023,PROJ35653,10,1,9,8,3,8,4,10,9,6,68
JMAN981,30-10-2023,05-11-2023,PROJ35653,1,7,10,1,3,9,10,7,1,5,54
JMAN981,30-10-2023,05-11-2023,PROJ35653,5,5,3,10,8,10,4,1,10,2,58
JMAN981,06-11-2023,12-11-2023,PROJ35653,4,4,4,4,1,4,2,6,9,8,46
JMAN981,06-11-2023,12-11-2023,PROJ35653,8,10,2,9,7,9,1,7,10,9,72
JMAN981,06-11-2023,12-11-2023,PROJ35653,4,10,2,4,4,6,10,10,2,8,60
JMAN981,06-11-2023,12-11-2023,PROJ35653,7,7,7,10,10,4,3,3,5,6,62
JMAN981,06-11-2023,12-11-2023,PROJ35653,6,9,3,9,10,1,5,9,3,3,58
JMAN981,13-11-2023,19-11-2023,PROJ35653,5,10,4,3,8,6,3,5,8,6,58
JMAN981,13-11-2023,19-11-2023,PROJ35653,6,10,6,8,2,1,2,4,4,4,47
JMAN981,20-11-2023,26-11-2023,PROJ35653,4,9,10,8,4,4,5,6,10,9,69
JMAN981,20-11-2023,26-11-2023,PROJ35653,8,4,1,5,8,1,7,7,5,9,55
JMAN981,20-11-2023,26-11-2023,PROJ35653,7,4,6,10,8,6,2,5,9,2,59
JMAN981,20-11-2023,26-11-2023,PROJ35653,4,7,3,6,8,7,10,7,5,4,61
JMAN981,20-11-2023,26-11-2023,PROJ35653,1,2,10,9,10,7,6,10,3,2,60
JMAN981,27-11-2023,03-12-2023,PROJ35653,5,3,4,7,3,7,9,1,7,3,49
JMAN981,27-11-2023,03-12-2023,PROJ35653,2,7,5,4,8,4,6,6,4,4,50
JMAN981,27-11-2023,03-12-2023,PROJ35653,8,8,3,5,8,5,3,4,7,5,56
JMAN981,27-11-2023,03-12-2023,PROJ35653,7,2,5,2,6,9,2,10,9,6,58
JMAN981,27-11-2023,03-12-2023,PROJ35653,1,3,6,5,4,4,8,5,4,3,43
JMAN257,31-07-2023,06-08-2023,PROJ12538,8,3,1,5,5,5,4,4,2,7,44
JMAN257,31-07-2023,06-08-2023,PROJ12538,3,1,10,8,6,7,3,7,4,6,55
JMAN257,07-08-2023,13-08-2023,PROJ12538,2,1,10,10,2,2,3,3,5,6,44
JMAN257,07-08-2023,13-08-2023,PROJ12538,5,10,8,2,10,9,1,2,2,1,50
JMAN257,07-08-2023,13-08-2023,PROJ12538,10,5,7,9,6,5,10,7,9,10,78
JMAN257,14-08-2023,20-08-2023,PROJ12538,7,4,8,10,5,9,5,10,10,3,71
JMAN257,21-08-2023,27-08-2023,PROJ12538,1,1,8,9,5,10,5,7,3,7,56
JMAN257,21-08-2023,27-08-2023,PROJ12538,5,4,9,8,1,5,4,4,7,4,51
JMAN257,21-08-2023,27-08-2023,PROJ12538,6,3,7,9,1,9,8,10,7,8,68
JMAN257,21-08-2023,27-08-2023,PROJ12538,1,6,7,10,2,7,8,4,7,10,62
JMAN257,28-08-2023,03-09-2023,PROJ12538,4,4,7,2,9,5,4,6,8,5,54
JMAN257,28-08-2023,03-09-2023,PROJ12538,3,4,8,10,7,6,9,10,2,5,64
JMAN257,04-09-2023,10-09-2023,PROJ12538,6,8,2,7,4,1,4,2,6,7,47
JMAN257,11-09-2023,17-09-2023,PROJ12538,7,7,3,3,4,4,4,2,10,10,54
JMAN257,11-09-2023,17-09-2023,PROJ12538,1,10,9,7,8,3,3,6,5,4,56
JMAN257,11-09-2023,17-09-2023,PROJ12538,9,2,10,7,3,1,7,8,2,9,58
JMAN257,18-09-2023,24-09-2023,PROJ12538,1,9,10,3,5,6,9,2,3,8,56
JMAN257,18-09-2023,24-09-2023,PROJ12538,3,8,10,8,3,1,1,2,9,5,50
JMAN257,25-09-2023,01-10-2023,PROJ12538,7,8,5,5,6,10,4,4,9,10,68
JMAN257,25-09-2023,01-10-2023,PROJ12538,4,10,10,9,9,1,10,2,2,10,67
JMAN257,25-09-2023,01-10-2023,PROJ12538,4,8,5,6,6,7,10,3,9,5,63
JMAN257,25-09-2023,01-10-2023,PROJ12538,1,10,4,8,4,7,3,2,4,5,48
JMAN14,09-01-2023,15-01-2023,PROJ54713,9,7,1,9,7,5,4,4,2,7,55
JMAN14,09-01-2023,15-01-2023,PROJ54713,2,5,3,1,8,5,9,1,10,6,50
JMAN14,09-01-2023,15-01-2023,PROJ54713,2,3,8,3,8,4,3,3,2,7,43
JMAN14,16-01-2023,22-01-2023,PROJ54713,1,9,4,5,6,2,6,2,2,3,40
JMAN14,16-01-2023,22-01-2023,PROJ54713,4,4,10,1,5,5,7,5,5,1,47
JMAN14,23-01-2023,29-01-2023,PROJ54713,7,4,10,7,9,8,2,9,2,5,63
JMAN14,23-01-2023,29-01-2023,PROJ54713,8,6,4,3,8,3,3,7,6,3,51
JMAN14,23-01-2023,29-01-2023,PROJ54713,8,8,8,8,1,10,3,1,6,5,58
JMAN14,23-01-2023,29-01-2023,PROJ54713,3,7,8,9,2,5,3,8,8,7,60
JMAN14,23-01-2023,29-01-2023,PROJ54713,10,9,6,9,4,8,10,9,1,9,75
JMAN14,30-01-2023,05-02-2023,PROJ54713,9,6,4,1,4,4,7,2,10,8,55
JMAN14,30-01-2023,05-02-2023,PROJ54713,1,4,10,10,2,5,1,9,2,7,51
JMAN14,30-01-2023,05-02-2023,PROJ54713,9,1,3,9,9,6,1,6,8,5,57
JMAN14,30-01-2023,05-02-2023,PROJ54713,2,6,9,3,5,10,10,9,4,10,68
JMAN14,30-01-2023,05-02-2023,PROJ54713,10,2,8,1,3,5,8,5,4,6,52
JMAN14,06-02-2023,12-02-2023,PROJ54713,2,6,7,2,1,10,7,5,5,6,51
JMAN14,06-02-2023,12-02-2023,PROJ54713,2,10,2,2,3,9,9,6,8,10,61
JMAN14,06-02-2023,12-02-2023,PROJ54713,7,6,1,9,5,5,1,5,7,1,47
JMAN14,13-02-2023,19-02-2023,PROJ54713,5,6,10,1,1,1,5,9,1,5,44
JMAN14,13-02-2023,19-02-2023,PROJ54713,3,3,6,4,6,6,3,1,4,7,43
JMAN14,13-02-2023,19-02-2023,PROJ54713,6,8,5,3,3,7,9,10,5,7,63
JMAN14,13-02-2023,19-02-2023,PROJ54713,9,4,8,2,6,1,4,5,3,7,49
JMAN14,13-02-2023,19-02-2023,PROJ54713,7,7,8,6,2,2,10,2,8,10,62
JMAN14,20-02-2023,26-02-2023,PROJ54713,2,5,7,2,1,3,10,5,5,10,50
JMAN14,20-02-2023,26-02-2023,PROJ54713,10,3,6,9,10,7,5,2,5,8,65
JMAN14,20-02-2023,26-02-2023,PROJ54713,2,8,1,4,3,10,5,9,2,9,53
JMAN14,27-02-2023,05-03-2023,PROJ54713,9,4,6,3,3,1,3,9,2,10,50
JMAN14,27-02-2023,05-03-2023,PROJ54713,6,1,7,9,10,3,10,10,9,7,72
JMAN14,06-03-2023,12-03-2023,PROJ54713,5,9,7,2,7,8,6,7,8,9,68
JMAN14,06-03-2023,12-03-2023,PROJ54713,10,2,7,1,4,10,5,1,9,4,53
JMAN14,06-03-2023,12-03-2023,PROJ54713,4,9,10,10,3,5,6,10,1,2,60
JMAN14,06-03-2023,12-03-2023,PROJ54713,8,6,8,8,10,5,8,1,7,6,67
JMAN873,02-10-2023,08-10-2023,PROJ27248,9,4,6,1,5,6,3,6,10,7,57
JMAN873,02-10-2023,08-10-2023,PROJ27248,3,2,1,7,3,10,9,8,5,7,55
JMAN873,02-10-2023,08-10-2023,PROJ27248,3,9,4,1,9,1,2,3,7,4,43
JMAN873,09-10-2023,15-10-2023,PROJ27248,1,2,2,4,7,10,5,7,1,7,46
JMAN873,09-10-2023,15-10-2023,PROJ27248,8,1,4,2,9,8,6,3,6,7,54
JMAN873,09-10-2023,15-10-2023,PROJ27248,7,6,1,1,4,6,8,1,1,6,41
JMAN873,09-10-2023,15-10-2023,PROJ27248,9,1,3,5,8,7,6,4,7,6,56
JMAN873,09-10-2023,15-10-2023,PROJ27248,7,10,10,2,6,2,6,5,9,2,59
JMAN873,16-10-2023,22-10-2023,PROJ27248,2,4,10,3,5,4,2,5,5,5,45
JMAN873,16-10-2023,22-10-2023,PROJ27248,2,9,10,8,6,6,7,7,1,10,66
JMAN873,23-10-2023,29-10-2023,PROJ27248,2,1,7,3,2,8,8,5,10,2,48
JMAN873,23-10-2023,29-10-2023,PROJ27248,1,4,9,5,2,10,9,4,6,6,56
JMAN873,23-10-2023,29-10-2023,PROJ27248,10,3,4,6,2,6,4,5,3,4,47
JMAN873,30-10-2023,05-11-2023,PROJ27248,2,6,3,6,4,1,9,2,5,4,42
JMAN873,30-10-2023,05-11-2023,PROJ27248,1,7,10,10,3,5,3,3,2,9,53
JMAN873,30-10-2023,05-11-2023,PROJ27248,10,8,9,4,5,9,8,6,10,2,71
JMAN873,30-10-2023,05-11-2023,PROJ27248,4,8,10,4,4,6,4,7,10,5,62
JMAN873,30-10-2023,05-11-2023,PROJ27248,9,3,5,6,4,8,7,5,1,4,52
JMAN873,06-11-2023,12-11-2023,PROJ27248,1,7,2,9,6,3,2,2,6,4,42
JMAN873,06-11-2023,12-11-2023,PROJ27248,10,3,5,1,10,1,7,3,10,4,54
JMAN873,06-11-2023,12-11-2023,PROJ27248,5,2,3,1,1,6,10,3,7,4,42
JMAN873,06-11-2023,12-11-2023,PROJ27248,6,6,5,3,4,4,10,8,7,9,62
JMAN873,13-11-2023,19-11-2023,PROJ27248,2,1,10,5,10,8,3,6,9,5,59
JMAN873,13-11-2023,19-11-2023,PROJ27248,8,9,9,1,4,8,7,1,5,2,54
JMAN873,20-11-2023,26-11-2023,PROJ27248,2,9,6,10,8,10,4,1,9,1,60
JMAN873,20-11-2023,26-11-2023,PROJ27248,10,5,4,5,2,1,4,9,1,6,47
JMAN873,20-11-2023,26-11-2023,PROJ27248,9,2,9,5,10,6,7,7,6,3,64
